"Tour_type","Tournament_Name","Player_Name","Course","Round","Hole","Hole_Par","Hole_Score","Yardage","Shot","Shot.Type.S.P.D.","Nbr_of_strokes","Shot_Location_Start","Shot_Location_End","Laser_Location_Start","Laser_Location_End","Distance","Distance_to_Pin","Distance_From_Center","Distance_From_Edge","In_Hole","Around_Green","First_Putt_Flag","Hole_Distance_After_Shot","Lie","Elevation","Slope","Time","X","Y","Z","Par_Made_Hole","Shots_Left_Hole","Exp_Strokes_B","Exp_Strokes_A","Strokes_Gained"
"PGA TOUR","TOUR Championship by Coca-Cola","Chez Reavie","East Lake GC",1,"17",4,4,470,1,"S",1,"Tee Box","Water","","Unknown",10220,16524,879,370,"N","N","",6349,"Good","With","Level",1651,10529.4,9163.28,471,1,4,3.67219641834667,3.33326434236713,-0.661067924020459
"PGA TOUR","TOUR Championship by Coca-Cola","Chez Reavie","East Lake GC",1,"17",4,4,470,2,"P",1,"Unknown","","Unknown","",0,6349,0,0,"N","N","",6349,"Unknown","Unknown","Unknown",1656,10539.75,9166.57,473.115,1,3,3.33326434236713,2.99891633919366,-0.665651996826533
"PGA TOUR","TOUR Championship by Coca-Cola","Chez Reavie","East Lake GC",1,"17",4,4,470,3,"D",0,"Unknown","Primary Rough","","Left Rough",266,6349,628,115,"N","N","",6239,"Unknown","Unknown","Unknown",1656,10550.1,9169.86,475.23,1,2,2.99891633919366,1.08500023242701,0.913916106766648
"PGA TOUR","TOUR Championship by Coca-Cola","Chez Reavie","East Lake GC",1,"17",4,4,470,4,"S",1,"Primary Rough","Green","Left Rough","Unknown",6238,6239,10,179,"N","N","",8,"Unknown","With","Level",1657,10604.74,9686.79,479.725,1,1,1.08500023242701,1.08500023242701,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Chez Reavie","East Lake GC",1,"17",4,4,470,5,"S",1,"Green","","Unknown","",8,8,0,0,"Y","N","Y",0,"Good","With","Level",1703,10604.74,9686.79,479.725,1,0,1.08500023242701,0,0.0850002324270136
"PGA TOUR","TOUR Championship by Coca-Cola","Chez Reavie","East Lake GC",1,"18",3,3,235,1,"S",1,"Tee Box","Fairway","","Right Fairway",7672,7992,47,62,"N","Y","",345,"Good","With","Level",1705,10193.77,9850.23,491.578,1,2,1.25346542572301,1.18123827465796,-0.92777284893495
"PGA TOUR","TOUR Championship by Coca-Cola","Chez Reavie","East Lake GC",1,"18",3,3,235,2,"S",1,"Fairway","Green","Right Fairway","Unknown",354,345,17,199,"N","N","",15,"Good","With","Level",1709,10165.91,9859.77,492.965,1,1,1.18123827465796,1.18123827465796,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Chez Reavie","East Lake GC",1,"18",3,3,235,3,"S",1,"Green","","Unknown","",15,15,0,0,"Y","N","Y",0,"Good","With","Level",1710,10165.91,9859.77,492.965,1,0,1.18123827465796,0,0.181238274657964
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"1",4,4,424,1,"S",1,"Tee Box","Intermediate Rough","","Left Intermediate",11013,15444,389,11,"N","N","",4471,"Good","With","Level",1326,9061.97,9783.16,480.939,1,3,3.28735918870238,1.12003957735976,1.16731961134262
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"1",4,4,424,2,"S",1,"Intermediate Rough","Green","Left Intermediate","Unknown",3964,4471,82,154,"N","N","",509,"Unknown","With","Level",1331,8736.83,9837.66,501.835,1,2,1.12003957735976,0.914070149973191,-0.794030572613433
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"1",4,4,424,3,"S",1,"Green","Green","Unknown","Unknown",637,509,63,195,"N","N","Y",129,"Good","With","Level",1334,8686.47,9854.33,503.89,1,1,0.914070149973191,0.914070149973191,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"1",4,4,424,4,"S",1,"Green","","Unknown","",129,129,0,0,"Y","N","",0,"Good","With","Level",1336,8686.47,9854.33,503.89,1,0,0.914070149973191,0,-0.0859298500268093
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"2",3,3,214,1,"S",1,"Tee Box","Green Side Bunker","","Left Green Side Bunker",7692,7812,892,306,"N","Y","",907,"Good","With","Level",1339,9196.91,10079.6,489.145,1,2,1.61676549509827,1.03720661195095,-0.420441116852683
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"2",3,3,214,2,"S",1,"Green Side Bunker","Fairway","Left Green Side Bunker","Right Fairway",1074,907,171,27,"N","Y","",171,"Good","With","Level",1343,9221.31,9993.47,490.519,1,1,1.03720661195095,1.03720661195095,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"2",3,3,214,3,"S",1,"Fringe","","Right Fairway","",171,171,0,0,"Y","N","",0,"Good","With","Level",1345,9221.31,9993.47,490.519,1,0,1.03720661195095,0,0.0372066119509502
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"3",4,4,387,1,"S",1,"Tee Box","Fairway","","Left Fairway",10625,13464,415,57,"N","N","",2928,"Good","With","Level",1347,8402.97,10033.65,510.065,1,3,2.94789557990282,1.75356986865054,0.194325711252281
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"3",4,4,387,2,"S",1,"Fairway","Green Side Bunker","Left Fairway","Right Green Side Bunker",2649,2928,109,152,"N","Y","",317,"Good","With","Level",1352,8187.04,10078.75,517.566,1,2,1.75356986865054,1.06429710725353,-0.310727238602996
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"3",4,4,387,3,"S",1,"Green Side Bunker","Green","Right Green Side Bunker","Unknown",371,317,31,173,"N","N","",51,"Good","With","Level",1354,8158.26,10068.27,521.582,1,1,1.06429710725353,1.06429710725353,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"3",4,4,387,4,"S",1,"Green","","Unknown","",51,51,0,0,"Y","N","Y",0,"Good","With","Level",1357,8158.26,10068.27,521.582,1,0,1.06429710725353,0,0.0642971072535321
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"4",4,3,440,1,"S",1,"Tee Box","Primary Rough","","Left Rough",11133,15768,632,282,"N","N","",4817,"Good","With","Level",1359,8178.99,9236.33,514.793,1,2,2.98038314546937,0.75668120764918,1.22370193782019
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"4",4,3,440,2,"S",1,"Primary Rough","Primary Rough","Left Rough","Right Rough",5333,4817,267,45,"N","Y","",546,"Unknown","With","Level",1404,8090.02,8801.13,528.836,1,1,0.75668120764918,0.75668120764918,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"4",4,3,440,3,"S",1,"Primary Rough","","Right Rough","",546,546,0,0,"Y","N","",0,"Unknown","With","Level",1407,8090.02,8801.13,528.836,1,0,0.75668120764918,0,-0.24331879235082
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"5",4,3,520,1,"S",1,"Tee Box","Fairway","","Right Fairway",11301,18576,317,21,"N","N","",7235,"Good","With","Level",1411,9118.51,8590.4,492.484,1,2,3.33128152225837,1.01137082451896,1.31991069773941
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"5",4,3,520,2,"S",1,"Fairway","Green","Right Fairway","Unknown",7602,7235,32,249,"N","N","",365,"Good","With","Level",1416,9746.37,8506.33,484.253,1,1,1.01137082451896,1.01137082451896,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"5",4,3,520,3,"S",1,"Green","","Unknown","",365,365,0,0,"Y","N","Y",0,"Good","With","Level",1420,9746.37,8506.33,484.253,1,0,1.01137082451896,0,0.0113708245189592
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"6",3,4,209,1,"S",1,"Tee Box","Intermediate Rough","","Left Intermediate",7342,7740,475,0,"N","Y","",637,"Good","With","Level",1426,9823.33,8781.86,475.862,0,3,1.22959920871002,1.01582608006977,-0.786226871359747
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"6",3,4,209,2,"S",1,"Intermediate Rough","Green","Left Intermediate","Unknown",564,637,54,0,"N","N","",73,"Unknown","With","Level",1432,9832.59,8827.94,475.991,0,2,1.01582608006977,0.958926024683758,-0.943099944613989
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"6",3,4,209,3,"S",1,"Green","Green","Unknown","Unknown",82,73,8,0,"N","N","Y",6,"Good","With","Level",1434,9834.08,8834.62,476.207,0,1,0.958926024683758,0.958926024683758,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"6",3,4,209,4,"S",1,"Green","","Unknown","",6,6,0,0,"Y","N","",0,"Good","With","Level",1435,9834.08,8834.62,476.207,0,0,0.958926024683758,0,-0.0410739753162419
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"7",4,5,434,1,"S",1,"Tee Box","Primary Rough","","Left Rough",10798,15804,184,113,"N","N","",4890,"Good","With","Level",1437,8850.59,8954.29,499.825,0,4,3.01186182368066,1.80952563068741,0.202336192993254
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"7",4,5,434,2,"S",1,"Primary Rough","Green Side Bunker","Left Rough","Front Left Green Side Bunker",4078,4890,85,305,"N","Y","",821,"Unknown","With","Level",1442,8523.06,8865.19,515.574,0,3,1.80952563068741,0.917150055168772,-0.107624424481365
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"7",4,5,434,3,"S",1,"Green Side Bunker","Intermediate Rough","Front Left Green Side Bunker","Left Intermediate",650,821,92,6,"N","Y","",211,"Good","With","Level",1445,8478.28,8835.85,524.019,0,2,0.917150055168772,1.01422634959955,-1.09707629443078
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"7",4,5,434,4,"S",1,"Intermediate Rough","Green","Left Intermediate","Unknown",256,211,35,224,"N","N","",64,"Good","With","Level",1448,8457.05,8833.56,523.479,0,1,1.01422634959955,1.01422634959955,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"7",4,5,434,5,"S",1,"Green","","Unknown","",64,64,0,0,"Y","N","Y",0,"Good","With","Level",1448,8457.05,8833.56,523.479,0,0,1.01422634959955,0,0.0142263495995483
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"8",4,5,405,1,"S",1,"Tee Box","Fairway Bunker","","Unknown",9864,14544,887,357,"N","N","",4348,"Good","With","Level",1451,8346.93,9385.66,520.524,0,4,3.11981517470374,1.87886376725458,0.240951407449161
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"8",4,5,405,2,"S",1,"Fairway Bunker","Green Side Bunker","Unknown","Front Center Green Side Bunker",3893,4348,194,156,"N","Y","",469,"Good","With","Level",1457,8281.7,9703.43,517.626,0,3,1.87886376725458,1.00044111092713,-0.121577343672542
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"8",4,5,405,3,"S",1,"Green Side Bunker","Green","Front Center Green Side Bunker","Unknown",351,469,91,121,"N","N","",130,"Good","With","Level",1458,8278.7,9732.22,521.731,0,2,1.00044111092713,1.002037027205,-1.00159591627788
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"8",4,5,405,4,"S",1,"Green","Green","Unknown","Unknown",152,130,20,109,"N","N","Y",19,"Good","With","Level",1501,8284.22,9743.62,521.595,0,1,1.002037027205,1.002037027205,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"8",4,5,405,5,"S",1,"Green","","Unknown","",19,19,0,0,"Y","N","",0,"Good","With","Level",1501,8284.22,9743.62,521.595,0,0,1.002037027205,0,0.00203702720500232
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"9",5,3,600,1,"S",1,"Tee Box","Fairway","","Left Fairway",11017,21168,337,7,"N","N","",10029,"Good","With","Level",1503,8961.5,9620.55,494.32,1,2,3.48294083683358,1.25938035592456,1.22356048090903
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"9",5,3,600,2,"S",1,"Fairway","Green","Left Fairway","Unknown",10203,10029,85,186,"N","N","",184,"Good","With","Level",1508,9811.54,9606.43,481.703,1,1,1.25938035592456,1.25938035592456,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"9",5,3,600,3,"S",1,"Green","","Unknown","",184,184,0,0,"Y","N","Y",0,"Good","With","Level",1514,9811.54,9606.43,481.703,1,0,1.25938035592456,0,0.259380355924556
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"10",4,4,469,1,"S",1,"Tee Box","Fairway","","Right Fairway",10600,16524,95,164,"N","N","",5915,"Good","With","Level",1518,11124.13,9971.24,506.957,1,3,3.17534991053542,0.890432734233615,1.28491717630181
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"10",4,4,469,2,"S",1,"Fairway","Green","Right Fairway","Unknown",5980,5915,33,192,"N","N","",68,"Good","With","Level",1524,11609.32,9859.87,529.643,1,2,0.890432734233615,0.933058448476872,-1.04262571424326
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"10",4,4,469,3,"S",1,"Green","Green","Unknown","Unknown",112,68,34,168,"N","N","Y",41,"Good","With","Level",1530,11603.47,9867.11,529.274,1,1,0.933058448476872,0.933058448476872,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"10",4,4,469,4,"S",1,"Green","","Unknown","",41,41,0,0,"Y","N","",0,"Good","With","Level",1530,11603.47,9867.11,529.274,1,0,0.933058448476872,0,-0.0669415515231275
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"11",3,3,197,1,"S",1,"Tee Box","Green","","Unknown",6682,6444,194,59,"N","N","",286,"Good","With","Level",1533,12189.91,9884.15,545.407,1,2,1.00308313386809,1.02767812623793,-1.02459499236984
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"11",3,3,197,2,"S",1,"Green","Green","Unknown","Unknown",313,286,7,238,"N","N","Y",25,"Good","With","Level",1536,12165.97,9873.74,544.607,1,1,1.02767812623793,1.02767812623793,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"11",3,3,197,3,"S",1,"Green","","Unknown","",25,25,0,0,"Y","N","",0,"Good","With","Level",1539,12165.97,9873.74,544.607,1,0,1.02767812623793,0,0.0276781262379302
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"12",4,4,391,1,"S",1,"Tee Box","Primary Rough","","Right Rough",11259,14436,1361,1110,"N","N","",3310,"Good","With","Level",1542,11346.09,9764.47,519.472,1,3,2.91304345214097,0.920285652225729,0.992757799915239
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"12",4,4,391,2,"S",1,"Primary Rough","Green","Right Rough","Unknown",3523,3310,306,1427,"N","N","",315,"Unknown","With","Level",1548,11068.46,9669.53,510.056,1,2,0.920285652225729,1.02505304759283,-1.1047673953671
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"12",4,4,391,3,"S",1,"Green","Green","Unknown","Unknown",322,315,5,1318,"N","N","Y",4,"Good","With","Level",1550,11079.26,9694.13,510.426,1,1,1.02505304759283,1.02505304759283,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"12",4,4,391,4,"S",1,"Green","","Unknown","",4,4,0,0,"Y","N","",0,"Good","With","Level",1551,11079.26,9694.13,510.426,1,0,1.02505304759283,0,0.0250530475928272
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"13",4,4,476,1,"S",1,"Tee Box","Fairway","","Right Fairway",10367,16848,147,245,"N","N","",6532,"Good","With","Level",1554,11675.2,9418.65,522.859,1,3,2.9640246726071,1.03406918254694,0.929955490060157
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"13",4,4,476,2,"S",1,"Fairway","Green","Right Fairway","Unknown",6786,6532,92,343,"N","N","",267,"Good","With","Level",1559,12234.99,9493.6,551.943,1,2,1.03406918254694,0.9947966683022,-0.960727485755257
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"13",4,4,476,3,"S",1,"Green","Green","Unknown","Unknown",283,267,7,216,"N","N","Y",11,"Good","With","Level",1603,12212.03,9499.05,551.37,1,1,0.9947966683022,0.9947966683022,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"13",4,4,476,4,"S",1,"Green","","Unknown","",11,11,0,0,"Y","N","",0,"Good","With","Level",1603,12212.03,9499.05,551.37,1,0,0.9947966683022,0,-0.00520333169779974
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"14",4,6,442,1,"S",1,"Tee Box","Primary Rough","","Right Rough",10996,16272,842,445,"N","N","",5475,"Good","With","Level",1606,11355.06,9365.44,507.544,0,5,3.23320918942963,3.07687274620916,-0.843663556779525
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"14",4,6,442,2,"S",1,"Primary Rough","Primary Rough","Right Rough","Right Rough",454,5475,893,460,"N","N","",5039,"Unknown","With","Level",1611,11317.3,9366.69,506.51,0,4,3.07687274620916,2.96630394299305,-0.889431196783896
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"14",4,6,442,3,"S",1,"Native Area","Primary Rough","Right Rough","Right Rough",662,5039,985,525,"N","N","",4416,"Unknown","With","Level",1612,11262.3,9370.15,505.17,0,3,2.96630394299305,1.88839961976558,0.0779043232274752
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"14",4,6,442,4,"S",1,"Primary Rough","Fairway","Right Rough","Right Fairway",3188,4416,459,51,"N","Y","",1248,"Unknown","With","Level",1612,11004.5,9306.09,502.431,0,2,1.88839961976558,0.990564512455684,-0.102164892690105
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"14",4,6,442,5,"S",1,"Fairway","Green","Right Fairway","Unknown",1087,1248,100,320,"N","N","",167,"Good","With","Level",1614,10921.46,9269.9,504.844,0,1,0.990564512455684,0.990564512455684,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"14",4,6,442,6,"S",1,"Green","","Unknown","",167,167,0,0,"Y","N","Y",0,"Good","With","Level",1617,10921.46,9269.9,504.844,0,0,0.990564512455684,0,-0.00943548754431589
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"15",5,4,525,1,"S",1,"Tee Box","Fairway","","Left Fairway",10513,19044,221,230,"N","N","",8594,"Good","With","Level",1622,11579.56,8994.56,504.289,1,3,3.34463099599476,1.02700821168104,1.31762278431373
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"15",5,4,525,2,"S",1,"Fairway","Primary Rough","Left Fairway","Left Rough",8733,8594,170,38,"N","Y","",204,"Good","With","Level",1628,12224.11,8660.54,555.553,1,2,1.02700821168104,1.01173131018484,-0.984723098503807
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"15",5,4,525,3,"S",1,"Primary Rough","Green","Left Rough","Unknown",207,204,3,150,"N","N","",4,"Unknown","With","Level",1632,12208.25,8653.92,554.777,1,1,1.01173131018484,1.01173131018484,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"15",5,4,525,4,"S",1,"Green","","Unknown","",4,4,0,0,"Y","N","Y",0,"Unknown","With","Level",1633,12208.25,8653.92,554.777,1,0,1.01173131018484,0,0.0117313101848424
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"16",4,4,481,1,"S",1,"Tee Box","Fairway","","Right Fairway",12047,17172,284,20,"N","N","",5180,"Good","With","Level",1638,11217.44,8543.14,497.214,1,3,2.90910202438951,1.07820039256304,0.830901631826476
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"16",4,4,481,2,"S",1,"Fairway","Green","Right Fairway","Unknown",5258,5180,77,100,"N","N","",108,"Good","With","Level",1643,10780.85,8577.13,482.855,1,2,1.07820039256304,1.0991341168813,-1.02093372431826
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"16",4,4,481,3,"S",1,"Green","Green","Unknown","Unknown",126,108,8,150,"N","N","Y",13,"Good","With","Level",1648,10787.7,8569.13,482.685,1,1,1.0991341168813,1.0991341168813,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"16",4,4,481,4,"S",1,"Green","","Unknown","",13,13,0,0,"Y","N","",0,"Good","With","Level",1648,10787.7,8569.13,482.685,1,0,1.0991341168813,0,0.0991341168812969
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"17",4,6,470,1,"S",1,"Tee Box","Fairway Bunker","","Unknown",10690,16524,634,198,"N","N","",5948,"Good","With","Level",1652,10655.35,9193.64,480.268,0,6,3.14505602190637,3.81334118285742,-1.66828516095105
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"17",4,6,470,2,"S",1,"Fairway Bunker","Water","Unknown","Unknown",6309,5948,358,262,"N","N","",475,"Good","With","Level",1658,10577.2,9713.49,471,0,5,3.81334118285742,3.48680353754756,-0.673462354690141
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"17",4,6,470,3,"P",1,"Unknown","","Unknown","",0,475,0,0,"N","N","",475,"Unknown","Unknown","Unknown",1701,10578.4,9711.805,472.125,0,4,3.48680353754756,3.1613808711163,-0.674577333568738
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"17",4,6,470,4,"D",0,"Unknown","Primary Rough","","Left Rough",57,475,323,209,"N","Y","",422,"Unknown","Unknown","Unknown",1701,10579.6,9710.12,473.25,0,3,3.1613808711163,0.859643859279698,1.3017370118366
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"17",4,6,470,5,"S",1,"Primary Rough","Green","Left Rough","Unknown",637,422,179,347,"N","N","",214,"Unknown","With","Level",1702,10620.46,9676.91,480.145,0,2,0.859643859279698,1.06380384469765,-1.20415998541795
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"17",4,6,470,6,"S",1,"Green","Green","Unknown","Unknown",202,214,6,200,"N","N","Y",15,"Good","With","Level",1703,10606.11,9685.69,479.747,0,1,1.06380384469765,1.06380384469765,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"17",4,6,470,7,"S",1,"Green","","Unknown","",15,15,0,0,"Y","N","",0,"Good","With","Level",1703,10606.11,9685.69,479.747,0,0,1.06380384469765,0,0.063803844697647
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"18",3,3,235,1,"S",1,"Tee Box","Green Side Bunker","","Right Front Green Side Bunker",7888,7992,482,244,"N","Y","",501,"Good","With","Level",1706,10183.92,9895.91,488.427,1,2,2.51028377472323,1.11366409373903,0.396619680984195
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"18",3,3,235,2,"S",1,"Green Side Bunker","Green","Right Front Green Side Bunker","Unknown",596,501,76,292,"N","N","",97,"Good","With","Level",1709,10159.72,9852.81,493.28,1,1,1.11366409373903,1.11366409373903,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Nick Watney","East Lake GC",1,"18",3,3,235,3,"S",1,"Green","","Unknown","",97,97,0,0,"Y","N","Y",0,"Good","With","Level",1710,10159.72,9852.81,493.28,1,0,1.11366409373903,0,0.113664093739033
"PGA TOUR","TOUR Championship by Coca-Cola","Brandt Snedeker","East Lake GC",1,"1",4,4,424,1,"S",1,"Tee Box","Fairway","","Right Fairway",11179,15444,359,66,"N","N","",4268,"Good","With","Level",1335,9050.81,9846.58,480.989,1,3,3.14311251776006,1.01897979375011,1.12413272400995
"PGA TOUR","TOUR Championship by Coca-Cola","Brandt Snedeker","East Lake GC",1,"1",4,4,424,2,"S",1,"Fairway","Green","Right Fairway","Unknown",4582,4268,274,128,"N","N","",392,"Good","With","Level",1340,8670.15,9827.53,504.62,1,2,1.01897979375011,0.83600491331777,-0.817025119567661
"PGA TOUR","TOUR Championship by Coca-Cola","Brandt Snedeker","East Lake GC",1,"1",4,4,424,3,"S",1,"Green","Green","Unknown","Unknown",387,392,5,192,"N","N","Y",5,"Good","With","Level",1343,8695.15,9847.87,503.978,1,1,0.83600491331777,0.83600491331777,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Brandt Snedeker","East Lake GC",1,"1",4,4,424,4,"S",1,"Green","","Unknown","",5,5,0,0,"Y","N","",0,"Good","With","Level",1344,8695.15,9847.87,503.978,1,0,0.83600491331777,0,-0.16399508668223
"PGA TOUR","TOUR Championship by Coca-Cola","Brandt Snedeker","East Lake GC",1,"2",3,4,214,1,"S",1,"Tee Box","Green Side Bunker","","Left Green Side Bunker",7680,7812,699,124,"N","Y","",716,"Good","With","Level",1348,9199.72,10063.7,488.352,0,3,1.76158904297262,1.06998681122987,-0.308397768257255
"PGA TOUR","TOUR Championship by Coca-Cola","Brandt Snedeker","East Lake GC",1,"2",3,4,214,2,"S",1,"Green Side Bunker","Green","Left Green Side Bunker","Unknown",659,716,98,242,"N","N","",138,"Good","With","Level",1351,9228.78,10017.2,490.954,0,2,1.06998681122987,1.02870790502918,-0.958721093799303
"PGA TOUR","TOUR Championship by Coca-Cola","Brandt Snedeker","East Lake GC",1,"2",3,4,214,3,"S",1,"Green","Green","Unknown","Unknown",176,138,19,125,"N","N","Y",33,"Good","With","Level",1353,9219.37,10006,490.657,0,1,1.02870790502918,1.02870790502918,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Brandt Snedeker","East Lake GC",1,"2",3,4,214,4,"S",1,"Green","","Unknown","",33,33,0,0,"Y","N","",0,"Good","With","Level",1353,9219.37,10006,490.657,0,0,1.02870790502918,0,0.0287079050291776
"PGA TOUR","TOUR Championship by Coca-Cola","Brandt Snedeker","East Lake GC",1,"3",4,4,387,1,"S",1,"Tee Box","Fairway","","Left Fairway",10570,13464,353,27,"N","N","",2982,"Good","With","Level",1355,8407.59,10034.15,509.813,1,3,2.9816460356753,0.957983623650195,1.0236624120251
"PGA TOUR","TOUR Championship by Coca-Cola","Brandt Snedeker","East Lake GC",1,"3",4,4,387,2,"S",1,"Fairway","Green","Left Fairway","Unknown",3047,2982,104,117,"N","N","",113,"Good","With","Level",1400,8158.04,10079.63,521.811,1,2,0.957983623650195,1.00316508225851,-1.04518145860832
"PGA TOUR","TOUR Championship by Coca-Cola","Brandt Snedeker","East Lake GC",1,"3",4,4,387,3,"S",1,"Green","Green","Unknown","Unknown",60,113,47,154,"N","N","Y",79,"Good","With","Level",1404,8156.46,10074.9,521.775,1,1,1.00316508225851,1.00316508225851,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Brandt Snedeker","East Lake GC",1,"3",4,4,387,4,"S",1,"Green","","Unknown","",79,79,0,0,"Y","N","",0,"Good","With","Level",1404,8156.46,10074.9,521.775,1,0,1.00316508225851,0,0.00316508225851209
